"game_id","player_id","pos","player","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","Total_DKP","Off_DKP","Total_FDP","Off_FDP","Total_SDP","Off_SDP","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","offense","off_pct","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date"
"202211060chi","MoonDa00","WR","Darnell Mooney","CHI",0,0,0,0,0,0,0,0,0,1,2,0,2,8,7,43,1,16,0,0,1,1,0,1,"CHI","MIA",0,0,0,0,0,0,17.5,17.5,14,14,14,14,0,0,0,0,0,2,0,42.4,21,1,64,86,"MIA","CHI",35,32,"False","outdoors","grass ",58,55,17,NA,"",NA,2022-11-06
"202211060chi","PettDa00","WR","Dante Pettis","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,12,0,0,0,0,0,0,"CHI","MIA",0,0,0,0,0,0,2.2,2.2,1.7,1.7,1.7,1.7,0,0,0,0,0,0,0,13,-1,0,27,36,"MIA","CHI",35,32,"False","outdoors","grass ",58,55,17,NA,"",NA,2022-11-06
"202211060chi","HarrNK00","WR","N'Keal Harry","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,"CHI","MIA",0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,0,0,0,22,0,0,21,28,"MIA","CHI",35,32,"False","outdoors","grass ",58,55,17,NA,"",NA,2022-11-06
"202211060chi","St.BEq00","WR","Equanimeous St. Brown","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"CHI","MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,52,70,"MIA","CHI",35,32,"False","outdoors","grass ",58,55,17,NA,"",NA,2022-11-06
"202211060chi","EbneTr00","RB","Trestan Ebner","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHI","MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,"MIA","CHI",35,32,"False","outdoors","grass ",58,55,17,NA,"",NA,2022-11-06
"202211060chi","GrifRy00","TE","Ryan Griffin","CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHI","MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,"MIA","CHI",35,32,"False","outdoors","grass ",58,55,17,NA,"",NA,2022-11-06
"202211060cin","MayfBa00","QB","Baker Mayfield","CAR",14,20,155,2,0,0,0,27,126,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,"CAR","CIN",0,0,0,0,0,0,14.2,14.2,14.2,14.2,14.2,14.2,108,3,1,1,0,0,0,0,0,0,31,63,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","WalkPh00","QB","P.J. Walker","CAR",3,10,9,0,2,0,0,5,0,1,6,0,6,0,0,0,0,0,0,1,0,11,11,0,"CAR","CIN",0,0,0,0,0,0,-1.04,-1.04,-3.04,-3.04,-1.04,-1.04,59,5,1,0,3,3,0,0,0,0,18,37,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","BlacRa00","RB","Raheem Blackshear","CAR",0,0,0,0,0,0,0,0,0,5,13,1,5,4,4,40,0,27,0,0,5,5,0,5,"CAR","CIN",0,0,0,0,0,0,15.3,15.3,13.3,13.3,13.3,13.3,0,0,0,0,12,1,0,0,40,0,17,35,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","ShenLa00","WR","Laviska Shenault Jr.","CAR",0,0,0,0,0,0,0,0,0,2,6,0,4,1,0,0,0,0,0,0,2,2,0,2,"CAR","CIN",0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,4,2,0,-1,0,0,3,6,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","ForeDO00","RB","D'Onta Foreman","CAR",0,0,0,0,0,0,0,0,0,7,23,0,6,3,2,-2,0,2,0,0,7,7,0,7,"CAR","CIN",0,0,0,0,0,0,4.1,4.1,3.1,3.1,3.1,3.1,0,0,0,0,16,7,0,0.9,0,0,21,43,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","BrowSp01","RB","Spencer Brown","CAR",0,0,0,0,0,0,0,0,0,3,16,0,7,3,2,10,0,9,0,0,3,3,0,3,"CAR","CIN",0,0,0,0,0,0,4.6,4.6,3.6,3.6,3.6,3.6,0,0,0,0,11,5,0,-2.1,12,1,13,27,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","ThomIa00","TE","Ian Thomas","CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAR","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","WilcMi01","TE","Mitchell Wilcox","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN","CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,54,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","ThomMi04","WR","Mike Thomas","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN","CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","MorgSt02","WR","Stanley Morgan Jr.","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN","CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","EvanCh02","RB","Chris Evans","CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CIN","CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","AlleBr00","QB","Brandon Allen","CIN",3,3,22,0,0,1,0,13,97.2,3,-1,0,2,0,0,0,0,0,0,0,3,7,4,3,"CIN","CAR",0,0,0,0,0,0,0.78,0.78,0.78,0.78,0.78,0.78,10,0,3,0,-1,0,0,0,0,0,16,22,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
"202211060cin","MixoJo00","RB","Joe Mixon","CIN",0,0,0,0,0,0,0,0,0,22,153,4,29,5,4,58,1,35,0,0,22,22,0,22,"CIN","CAR",0,0,0,0,1,0,58.1,58.1,53.1,53.1,55.1,55.1,0,0,0,0,69,84,2,10,48,0,48,65,"CAR","CIN",21,42,"False","outdoors","fieldturf ",68,57,11,NA,"",NA,2022-11-06
